date,player,ship,location,faults
2024-10-11,Alice,1,Quin,1394
2024-10-11,Alice,2,Boyd,184
2024-10-11,Alice,3,Sol,38
2024-10-11,Bob,0,Ivan,1424
2024-10-11,Bob,1,Ivan,967
2024-10-11,Bob,2,Hook,302
2024-10-11,Bob,3,Reef,242
2024-10-11,Bob,4,York,353
2024-10-11,Bob,5,Quin,1165
2024-10-11,Bob,6,York,390
2024-10-11,Charlie,0,Boyd,199
2024-10-11,Charlie,1,Reef,235
2024-10-11,Charlie,3,Sol,1133
2024-10-12,Alice,0,Hook,311
2024-10-12,Alice,1,Sol,241
2024-10-12,Alice,2,Kirk,1305
2024-10-12,Alice,3,Stan,200
2024-10-12,Bob,0,Kirk,1266
2024-10-12,Bob,2,Kirk,1237
2024-10-12,Bob,4,Kris,242
2024-10-12,Bob,5,Stan,251
2024-10-12,Charlie,0,Kris,1416
2024-10-12,Charlie,1,Boyd,283
2024-10-12,Charlie,2,Stan,1011
2024-10-12,Charlie,3,York,240
2024-10-12,Charlie,4,Task,362
2024-10-12,Charlie,5,Kris,1276
2024-10-13,Alice,0,Sol,1268
2024-10-13,Alice,1,Fate,1108
2024-10-13,Alice,2,Boyd,290
2024-10-13,Bob,2,Kirk,1349
2024-10-13,Bob,3,Boyd,326
2024-10-13,Bob,4,Reef,284
2024-10-13,Bob,6,Fate,1310
2024-10-13,Charlie,0,Task,204
2024-10-13,Charlie,1,Quin,966
2024-10-13,Charlie,2,Hook,278
2024-10-13,Charlie,3,Fate,1168
2024-10-13,Charlie,4,Boyd,347
2024-10-14,Alice,0,Hook,1360
2024-10-14,Alice,1,Hook,1571
2024-10-14,Alice,2,Kirk,1153
2024-10-14,Alice,3,Ivan,239
2024-10-14,Bob,0,Reef,256
2024-10-14,Bob,1,Quin,1178
2024-10-14,Bob,3,Stan,293
2024-10-14,Bob,4,Gaol,1211
2024-10-14,Bob,6,Gaol,1217
2024-10-14,Charlie,0,Ivan,257
2024-10-14,Charlie,2,Reef,1282
2024-10-14,Charlie,4,Reef,1089
2024-10-14,Charlie,5,Stan,176
2024-10-15,Alice,0,Gaol,1602
2024-10-15,Alice,1,Stan,118
2024-10-15,Alice,2,Reef,210
2024-10-15,Alice,3,Quin,1258
2024-10-15,Bob,0,Quin,1386
2024-10-15,Bob,1,Quin,1522
2024-10-15,Bob,2,Quin,1312
2024-10-15,Bob,3,Gaol,1426
2024-10-15,Bob,4,York,255
2024-10-15,Bob,5,Task,108
2024-10-15,Bob,6,Sol,311
2024-10-15,Charlie,0,Boyd,1176
2024-10-15,Charlie,1,Reef,361
2024-10-15,Charlie,2,York,291
2024-10-15,Charlie,3,Sol,295
2024-10-15,Charlie,4,Hook,266
2024-10-15,Charlie,5,Boyd,1293
2024-10-16,Alice,0,Gaol,1318
2024-10-16,Alice,1,Kirk,1156
2024-10-16,Alice,2,Hook,251
2024-10-16,Alice,3,Quin,1033
2024-10-16,Bob,0,Reef,280
2024-10-16,Bob,1,Kirk,1249
2024-10-16,Bob,2,Hook,1264
2024-10-16,Bob,3,Fate,1428
2024-10-16,Bob,5,Quin,1080
2024-10-16,Bob,6,Sol,253
2024-10-16,Charlie,0,Kirk,1440
2024-10-16,Charlie,1,Gaol,1087
2024-10-16,Charlie,3,Kris,250
2024-10-16,Charlie,4,Reef,170
2024-10-16,Charlie,5,Gaol,1458
2024-10-17,Alice,1,Task,1093
2024-10-17,Alice,2,Ivan,216
2024-10-17,Alice,3,Reef,280
2024-10-17,Bob,1,Stan,163
2024-10-17,Bob,2,Hook,1303
2024-10-17,Bob,3,Kris,255
2024-10-17,Bob,4,Boyd,276
2024-10-17,Bob,5,Quin,1061
2024-10-17,Bob,6,Quin,1263
2024-10-17,Charlie,1,Kirk,1172
2024-10-17,Charlie,2,Ivan,241
2024-10-17,Charlie,3,Gaol,1073
2024-10-17,Charlie,4,Sol,335
2024-10-17,Charlie,5,Boyd,275
2024-10-18,Alice,1,Kris,38
2024-10-18,Alice,2,Ivan,227
2024-10-18,Bob,0,Kris,256
2024-10-18,Bob,2,Quin,1186
2024-10-18,Bob,3,Reef,287
2024-10-18,Bob,4,Quin,1317
2024-10-18,Bob,5,York,277
2024-10-18,Bob,6,Gaol,1221
2024-10-18,Charlie,0,Task,368
2024-10-18,Charlie,2,Hook,382
2024-10-18,Charlie,3,Kris,174
2024-10-18,Charlie,4,Kirk,1359
2024-10-18,Charlie,5,Reef,262
2024-10-19,Alice,0,Sol,1139
2024-10-19,Alice,2,Hook,197
2024-10-19,Alice,3,Ivan,278
2024-10-19,Bob,0,Reef,1107
2024-10-19,Bob,1,Gaol,1354
2024-10-19,Bob,3,Hook,340
2024-10-19,Bob,4,Kris,202
2024-10-19,Bob,5,Task,275
2024-10-19,Bob,6,Quin,1264
2024-10-19,Charlie,0,Sol,210
2024-10-19,Charlie,1,Task,242
2024-10-19,Charlie,2,Reef,205
2024-10-19,Charlie,3,Kris,223
2024-10-19,Charlie,4,York,180
2024-10-19,Charlie,5,Ivan,354
2024-10-20,Alice,0,Gaol,1239
2024-10-20,Alice,1,Reef,66
2024-10-20,Alice,2,Fate,1305
2024-10-20,Alice,3,Boyd,224
2024-10-20,Bob,1,Hook,338
2024-10-20,Bob,2,Sol,225
2024-10-20,Bob,3,Quin,1316
2024-10-20,Bob,4,Fate,1149
2024-10-20,Bob,5,Kris,257
2024-10-20,Bob,6,Quin,1215
2024-10-20,Charlie,1,Hook,260
2024-10-20,Charlie,2,Gaol,1375
2024-10-20,Charlie,3,York,323
2024-10-20,Charlie,4,Reef,150
2024-10-21,Alice,0,Hook,1177
2024-10-21,Alice,1,Gaol,1237
2024-10-21,Alice,2,Hook,1202
2024-10-21,Bob,0,Ivan,1066
2024-10-21,Bob,1,York,249
2024-10-21,Bob,2,Sol,286
2024-10-21,Bob,3,Ivan,1396
2024-10-21,Bob,4,Hook,286
2024-10-21,Bob,5,York,332
2024-10-21,Bob,6,Kirk,1176
2024-10-21,Charlie,0,Ivan,1117
2024-10-21,Charlie,2,Ivan,1182
2024-10-21,Charlie,3,York,214
2024-10-21,Charlie,4,Stan,179
2024-10-22,Alice,0,Kirk,1220
2024-10-22,Alice,2,Hook,391
2024-10-22,Alice,3,Boyd,315
2024-10-22,Bob,0,Reef,1253
2024-10-22,Bob,2,Reef,1366
2024-10-22,Bob,4,Fate,1430
2024-10-22,Bob,5,Kirk,1528
2024-10-22,Bob,6,Sol,260
2024-10-22,Charlie,0,Task,295
2024-10-22,Charlie,1,Reef,233
2024-10-22,Charlie,2,Sol,1253
2024-10-22,Charlie,4,Ivan,240
2024-10-23,Alice,0,Quin,1434
2024-10-23,Alice,1,York,326
2024-10-23,Alice,2,Sol,463
2024-10-23,Alice,3,Reef,287
2024-10-23,Bob,0,Ivan,1350
2024-10-23,Bob,1,Hook,216
2024-10-23,Bob,4,Boyd,333
2024-10-23,Bob,5,Reef,133
2024-10-23,Bob,6,Hook,171
2024-10-23,Charlie,0,Sol,253
2024-10-23,Charlie,1,Ivan,1227
2024-10-23,Charlie,2,Hook,157
2024-10-23,Charlie,3,Gaol,1116
2024-10-23,Charlie,4,Ivan,1437
2024-10-23,Charlie,5,York,246
2024-10-24,Alice,0,Gaol,1160
2024-10-24,Alice,2,Boyd,260
2024-10-24,Alice,3,Reef,229
2024-10-24,Bob,0,Fate,1059
2024-10-24,Bob,1,Reef,242
2024-10-24,Bob,2,Task,246
2024-10-24,Bob,3,Fate,1189
2024-10-24,Bob,4,Hook,313
2024-10-24,Bob,6,Kris,387
2024-10-24,Charlie,0,Gaol,961
2024-10-24,Charlie,1,Boyd,162
2024-10-24,Charlie,2,Reef,157
2024-10-24,Charlie,3,Reef,459
2024-10-24,Charlie,4,Gaol,1248
2024-10-24,Charlie,5,Kris,188
2024-10-25,Alice,0,Ivan,1096
2024-10-25,Alice,1,Kris,209
2024-10-25,Alice,3,Ivan,1300
2024-10-25,Bob,0,Sol,353
2024-10-25,Bob,1,Quin,1072
2024-10-25,Bob,2,Gaol,1053
2024-10-25,Bob,4,Ivan,208
2024-10-25,Bob,5,Boyd,348
2024-10-25,Bob,6,Stan,229
2024-10-25,Charlie,0,York,1197
2024-10-25,Charlie,1,Task,282
2024-10-25,Charlie,2,York,1129
2024-10-25,Charlie,3,Kris,375
2024-10-25,Charlie,4,Quin,1157
2024-10-25,Charlie,5,Reef,224
2024-10-26,Alice,0,Quin,1406
2024-10-26,Alice,1,Kris,296
2024-10-26,Alice,2,Boyd,245
2024-10-26,Alice,3,Sol,150
2024-10-26,Bob,0,Task,372
2024-10-26,Bob,1,York,1275
2024-10-26,Bob,2,York,1251
2024-10-26,Bob,3,Reef,248
2024-10-26,Bob,4,Fate,1120
2024-10-26,Bob,5,Hook,275
2024-10-26,Charlie,0,Sol,274
2024-10-26,Charlie,1,Ivan,249
2024-10-26,Charlie,2,Gaol,1209
2024-10-26,Charlie,3,Task,204
2024-10-26,Charlie,4,Boyd,286
2024-10-26,Charlie,5,York,180
2024-10-27,Alice,0,Fate,1380
2024-10-27,Alice,1,Sol,294
2024-10-27,Alice,2,Fate,1266
2024-10-27,Alice,3,Stan,340
2024-10-27,Bob,0,Boyd,1346
2024-10-27,Bob,1,Hook,293
2024-10-27,Bob,2,Boyd,1109
2024-10-27,Bob,3,Sol,295
2024-10-27,Bob,4,Reef,283
2024-10-27,Bob,5,Hook,386
2024-10-27,Charlie,1,Stan,163
2024-10-27,Charlie,3,York,251
2024-10-27,Charlie,5,Fate,1223
2024-10-28,Alice,0,Reef,235
2024-10-28,Alice,1,Hook,208
2024-10-28,Alice,2,Stan,223
2024-10-28,Alice,3,Task,233
2024-10-28,Bob,0,Kirk,1371
2024-10-28,Bob,1,Sol,165
2024-10-28,Bob,2,York,149
2024-10-28,Bob,3,Quin,1435
2024-10-28,Bob,4,Kris,258
2024-10-28,Bob,5,Quin,1140
2024-10-28,Bob,6,Task,1404
2024-10-28,Charlie,1,Quin,1319
2024-10-28,Charlie,4,Task,61
2024-10-28,Charlie,5,Kris,272
2024-10-29,Alice,0,Gaol,1385
2024-10-29,Alice,1,Sol,219
2024-10-29,Alice,2,Gaol,1548
2024-10-29,Bob,0,Quin,1417
2024-10-29,Bob,1,Stan,254
2024-10-29,Bob,2,Quin,1178
2024-10-29,Bob,3,Kirk,1436
2024-10-29,Bob,4,Stan,161
2024-10-29,Bob,6,Boyd,264
2024-10-29,Charlie,0,York,1018
2024-10-29,Charlie,1,Boyd,1426
2024-10-29,Charlie,2,Kirk,1058
2024-10-29,Charlie,4,Hook,268
2024-10-29,Charlie,5,Sol,372
2024-10-30,Alice,0,Fate,1278
2024-10-30,Alice,1,York,141
2024-10-30,Alice,2,Task,1141
2024-10-30,Alice,3,Reef,304
2024-10-30,Bob,0,Reef,127
2024-10-30,Bob,2,Kirk,1259
2024-10-30,Bob,3,Sol,265
2024-10-30,Bob,4,Quin,1372
2024-10-30,Bob,5,Sol,292
2024-10-30,Bob,6,Gaol,1016
2024-10-30,Charlie,0,Gaol,1238
2024-10-30,Charlie,1,Kris,350
2024-10-30,Charlie,2,Quin,1332
2024-10-30,Charlie,4,Ivan,350
2024-10-30,Charlie,5,Fate,1261
2024-10-31,Alice,0,Kirk,1250
2024-10-31,Alice,1,Boyd,936
2024-10-31,Alice,2,Boyd,1263
2024-10-31,Alice,3,Gaol,1081
2024-10-31,Bob,0,Kris,150
2024-10-31,Bob,1,Boyd,1223
2024-10-31,Bob,2,Ivan,285
2024-10-31,Bob,3,Stan,303
2024-10-31,Bob,4,Fate,1063
2024-10-31,Bob,5,Boyd,1248
2024-10-31,Bob,6,Quin,1494
2024-10-31,Charlie,0,Kirk,1217
2024-10-31,Charlie,1,Quin,1304
2024-10-31,Charlie,2,Sol,131
2024-10-31,Charlie,4,York,238
2024-10-31,Charlie,5,Task,1225
2024-11-01,Alice,0,Sol,201
2024-11-01,Alice,2,Quin,1413
2024-11-01,Alice,3,Stan,324
2024-11-01,Bob,0,Task,345
2024-11-01,Bob,1,Reef,1323
2024-11-01,Bob,2,Hook,182
2024-11-01,Bob,3,Kris,309
2024-11-01,Bob,4,Stan,264
2024-11-01,Charlie,0,Stan,312
2024-11-01,Charlie,1,Stan,215
2024-11-01,Charlie,4,Task,1203
2024-11-01,Charlie,5,Fate,1478
2024-11-02,Alice,0,York,421
2024-11-02,Alice,1,Task,293
2024-11-02,Alice,2,Fate,1184
2024-11-02,Alice,3,Boyd,311
2024-11-02,Bob,2,Sol,1338
2024-11-02,Bob,3,Hook,1145
2024-11-02,Bob,4,Hook,1106
2024-11-02,Bob,5,Reef,220
2024-11-02,Bob,6,Kris,189
2024-11-02,Charlie,0,Task,215
2024-11-02,Charlie,1,Hook,163
2024-11-02,Charlie,2,Reef,1255
2024-11-02,Charlie,3,Reef,1525
2024-11-02,Charlie,4,Boyd,257
2024-11-02,Charlie,5,Boyd,337
2024-11-03,Alice,0,Sol,279
2024-11-03,Alice,2,Stan,261
2024-11-03,Alice,3,York,301
2024-11-03,Bob,1,Stan,1326
2024-11-03,Bob,2,Quin,1274
2024-11-03,Bob,4,Reef,178
2024-11-03,Bob,5,York,99
2024-11-03,Bob,6,Task,387
2024-11-03,Charlie,1,Reef,1351
2024-11-03,Charlie,3,Kris,298
2024-11-03,Charlie,4,Ivan,263
2024-11-03,Charlie,5,Fate,1176
2024-11-04,Alice,0,Ivan,257
2024-11-04,Alice,2,Kris,374
2024-11-04,Alice,3,Kirk,1205
2024-11-04,Bob,0,Gaol,1207
2024-11-04,Bob,1,Boyd,253
2024-11-04,Bob,2,Kris,220
2024-11-04,Bob,3,Gaol,1216
2024-11-04,Bob,4,Stan,282
2024-11-04,Bob,5,Fate,1121
2024-11-04,Charlie,1,Quin,1079
2024-11-04,Charlie,3,Reef,204
2024-11-04,Charlie,4,Boyd,1297
2024-11-04,Charlie,5,Sol,169
2024-11-05,Alice,0,Task,249
2024-11-05,Alice,1,Boyd,321
2024-11-05,Alice,2,Gaol,1045
2024-11-05,Alice,3,Quin,1129
2024-11-05,Bob,0,Gaol,1209
2024-11-05,Bob,2,Quin,1449
2024-11-05,Bob,4,Task,228
2024-11-05,Bob,5,Stan,147
2024-11-05,Bob,6,Gaol,1319
2024-11-05,Charlie,0,Stan,193
2024-11-05,Charlie,1,York,1291
2024-11-05,Charlie,2,Hook,260
2024-11-05,Charlie,3,York,1324
2024-11-05,Charlie,4,Boyd,124
2024-11-05,Charlie,5,Fate,1316
2024-11-06,Alice,0,Reef,147
2024-11-06,Alice,1,Stan,312
2024-11-06,Alice,3,Ivan,157
2024-11-06,Bob,0,Quin,1184
2024-11-06,Bob,1,Kris,109
2024-11-06,Bob,2,York,306
2024-11-06,Bob,3,Boyd,261
2024-11-06,Bob,4,Fate,1288
2024-11-06,Bob,5,Task,242
2024-11-06,Charlie,0,Kirk,1364
2024-11-06,Charlie,2,Task,288
2024-11-06,Charlie,3,Quin,1217
2024-11-06,Charlie,4,Sol,258
2024-11-06,Charlie,5,Boyd,263
2024-11-07,Alice,0,Gaol,1192
2024-11-07,Alice,1,Reef,262
2024-11-07,Alice,2,Quin,1210
2024-11-07,Alice,3,Stan,315
2024-11-07,Bob,1,Boyd,199
2024-11-07,Bob,2,Gaol,1324
2024-11-07,Bob,3,Task,168
2024-11-07,Bob,4,Reef,159
2024-11-07,Bob,5,Sol,278
2024-11-07,Bob,6,Hook,213
2024-11-07,Charlie,1,Kirk,1328
2024-11-07,Charlie,2,Kirk,1242
2024-11-07,Charlie,3,Fate,1557
2024-11-07,Charlie,4,Task,377
2024-11-07,Charlie,5,Gaol,1287
2024-11-08,Alice,1,Kris,308
2024-11-08,Alice,2,Sol,39
2024-11-08,Bob,0,York,1113
2024-11-08,Bob,1,Fate,1211
2024-11-08,Bob,2,Hook,300
2024-11-08,Bob,3,Boyd,223
2024-11-08,Bob,4,York,1293
2024-11-08,Bob,5,Kris,158
2024-11-08,Bob,6,Ivan,240
2024-11-08,Charlie,0,Kirk,1187
2024-11-08,Charlie,1,Quin,1292
2024-11-08,Charlie,2,Hook,1251
2024-11-08,Charlie,3,Quin,1422
2024-11-08,Charlie,4,Reef,888
2024-11-08,Charlie,5,Task,175
2024-11-09,Alice,1,Ivan,957
2024-11-09,Alice,2,Fate,1440
2024-11-09,Alice,3,Kirk,1415
2024-11-09,Bob,1,Quin,1195
2024-11-09,Bob,2,Kirk,1422
2024-11-09,Bob,3,Reef,148
2024-11-09,Bob,4,Quin,1182
2024-11-09,Charlie,0,Quin,1218
2024-11-09,Charlie,1,Kris,187
2024-11-09,Charlie,2,Quin,1188
2024-11-09,Charlie,4,Sol,342
2024-11-09,Charlie,5,Sol,342
2024-11-10,Alice,0,Kris,188
2024-11-10,Alice,1,Reef,1006
2024-11-10,Bob,0,Boyd,451
2024-11-10,Bob,3,Hook,329
2024-11-10,Bob,4,Fate,1098
2024-11-10,Bob,5,Gaol,1305
2024-11-10,Bob,6,Kris,291
2024-11-10,Charlie,0,Hook,297
2024-11-10,Charlie,1,Reef,194
2024-11-10,Charlie,3,Stan,128
2024-11-10,Charlie,5,Sol,1291
2024-11-11,Alice,0,Hook,134
2024-11-11,Alice,3,Sol,224
2024-11-11,Bob,0,Boyd,228
2024-11-11,Bob,1,Fate,1354
2024-11-11,Bob,2,Fate,1536
2024-11-11,Bob,3,Hook,335
2024-11-11,Bob,4,Ivan,206
2024-11-11,Bob,5,Task,223
2024-11-11,Bob,6,Hook,323
2024-11-11,Charlie,0,Boyd,1037
2024-11-11,Charlie,1,Gaol,1148
2024-11-11,Charlie,2,Boyd,1320
2024-11-11,Charlie,3,Boyd,1177
2024-11-11,Charlie,4,York,226
2024-11-11,Charlie,5,Sol,1356
2024-11-12,Alice,1,Boyd,1159
2024-11-12,Alice,2,Fate,1337
2024-11-12,Alice,3,Fate,1264
2024-11-12,Bob,0,Kris,1148
2024-11-12,Bob,1,Task,235
2024-11-12,Bob,2,Kris,1148
2024-11-12,Bob,5,Kris,1370
2024-11-12,Bob,6,Reef,316
2024-11-12,Charlie,1,York,177
2024-11-12,Charlie,2,Reef,295
2024-11-12,Charlie,3,Ivan,344
2024-11-12,Charlie,4,Kirk,1175
2024-11-13,Alice,0,Reef,254
2024-11-13,Alice,1,Gaol,1389
2024-11-13,Alice,2,Gaol,1337
2024-11-13,Alice,3,Kirk,1198
2024-11-13,Bob,0,Stan,194
2024-11-13,Bob,1,Gaol,1106
2024-11-13,Bob,2,Ivan,297
2024-11-13,Bob,3,Reef,315
2024-11-13,Bob,4,Sol,172
2024-11-13,Bob,5,York,196
2024-11-13,Bob,6,Fate,1085
2024-11-13,Charlie,0,Stan,146
2024-11-13,Charlie,1,Hook,1059
2024-11-13,Charlie,3,York,200
2024-11-13,Charlie,4,Hook,1239
2024-11-13,Charlie,5,Sol,299
2024-11-14,Alice,1,Quin,1121
2024-11-14,Alice,2,Gaol,1242
2024-11-14,Alice,3,Sol,90
2024-11-14,Bob,0,Fate,1296
2024-11-14,Bob,1,Sol,122
2024-11-14,Bob,2,Fate,1367
2024-11-14,Bob,3,Sol,187
2024-11-14,Bob,4,York,240
2024-11-14,Charlie,0,Reef,1273
2024-11-14,Charlie,4,Gaol,1414
2024-11-14,Charlie,5,Quin,1305
2024-11-15,Alice,0,Gaol,1223
2024-11-15,Alice,1,Ivan,1149
2024-11-15,Alice,3,Ivan,1306
2024-11-15,Bob,0,Kris,1265
2024-11-15,Bob,1,Quin,1152
2024-11-15,Bob,2,Kris,994
2024-11-15,Bob,3,York,233
2024-11-15,Bob,4,Fate,1090
2024-11-15,Bob,5,Gaol,1299
2024-11-15,Bob,6,Fate,1038
2024-11-15,Charlie,0,Stan,239
2024-11-15,Charlie,1,York,101
2024-11-15,Charlie,2,Reef,1158
2024-11-15,Charlie,3,Reef,1196
2024-11-15,Charlie,5,Quin,1328
2024-11-16,Alice,0,Sol,1246
2024-11-16,Alice,1,Sol,1190
2024-11-16,Alice,2,Kris,194
2024-11-16,Alice,3,York,142
2024-11-16,Bob,0,Stan,164
2024-11-16,Bob,1,Hook,192
2024-11-16,Bob,3,Fate,1264
2024-11-16,Bob,4,Sol,366
2024-11-16,Bob,5,Fate,1298
2024-11-16,Bob,6,Ivan,223
2024-11-16,Charlie,0,Kris,303
2024-11-16,Charlie,1,Hook,153
2024-11-16,Charlie,3,Boyd,1139
2024-11-16,Charlie,5,Boyd,1092
2024-11-17,Alice,0,Task,256
2024-11-17,Alice,2,Fate,1224
2024-11-17,Alice,3,York,261
2024-11-17,Bob,0,Kris,1100
2024-11-17,Bob,1,Gaol,1468
2024-11-17,Bob,3,Task,396
2024-11-17,Bob,5,Reef,366
2024-11-17,Bob,6,Kris,956
2024-11-17,Charlie,0,Gaol,1069
2024-11-17,Charlie,1,York,1417
2024-11-17,Charlie,2,Boyd,254
2024-11-17,Charlie,4,Reef,155
2024-11-18,Alice,0,Kirk,1113
2024-11-18,Alice,1,Boyd,237
2024-11-18,Alice,2,Sol,369
2024-11-18,Alice,3,Ivan,326
2024-11-18,Bob,0,Stan,163
2024-11-18,Bob,1,Fate,1429
2024-11-18,Bob,2,Boyd,204
2024-11-18,Bob,4,Fate,1334
2024-11-18,Bob,6,Quin,1242
2024-11-18,Charlie,0,Boyd,125
2024-11-18,Charlie,4,Fate,1351
2024-11-18,Charlie,5,Reef,1400
2024-11-19,Alice,0,York,73
2024-11-19,Alice,1,Task,302
2024-11-19,Alice,2,Stan,341
2024-11-19,Alice,3,Fate,1034
2024-11-19,Bob,0,Task,156
2024-11-19,Bob,1,Boyd,1094
2024-11-19,Bob,2,Hook,164
2024-11-19,Bob,3,Boyd,1274
2024-11-19,Bob,4,Boyd,1046
2024-11-19,Bob,5,Kris,216
2024-11-19,Charlie,0,Kris,1122
2024-11-19,Charlie,1,Kris,1215
2024-11-19,Charlie,3,Kris,1482
2024-11-19,Charlie,4,York,328
2024-11-19,Charlie,5,Fate,1279
2024-11-20,Alice,0,Hook,262
2024-11-20,Alice,1,Quin,1223
2024-11-20,Alice,2,Fate,988
2024-11-20,Bob,0,Kris,1122
2024-11-20,Bob,3,Gaol,1499
2024-11-20,Bob,4,Reef,243
2024-11-20,Bob,5,Kris,1493
2024-11-20,Bob,6,Kris,1100
2024-11-20,Charlie,0,Stan,1346
2024-11-20,Charlie,1,Task,304
2024-11-20,Charlie,2,Hook,249
2024-11-20,Charlie,3,Boyd,287
2024-11-20,Charlie,4,Fate,1182
2024-11-20,Charlie,5,Stan,1215
2024-11-21,Alice,0,Stan,278
2024-11-21,Alice,1,Sol,1324
2024-11-21,Alice,3,York,221
2024-11-21,Bob,2,Ivan,1180
2024-11-21,Bob,4,Ivan,1238
2024-11-21,Bob,5,York,166
2024-11-21,Bob,6,Quin,1364
2024-11-21,Charlie,0,Quin,861
2024-11-21,Charlie,1,Gaol,1507
2024-11-21,Charlie,2,Sol,1269
2024-11-21,Charlie,3,Sol,1252
2024-11-21,Charlie,4,Task,135
2024-11-22,Alice,0,Sol,349
2024-11-22,Alice,1,Ivan,260
2024-11-22,Bob,1,York,1372
2024-11-22,Bob,3,Kirk,1202
2024-11-22,Bob,5,York,1218
2024-11-22,Bob,6,Ivan,279
2024-11-22,Charlie,0,Stan,153
2024-11-22,Charlie,1,Reef,1424
2024-11-22,Charlie,2,Gaol,1358
2024-11-22,Charlie,3,Ivan,117
2024-11-22,Charlie,4,Sol,190
2024-11-22,Charlie,5,Reef,1433
2024-11-23,Alice,0,Gaol,1389
2024-11-23,Alice,1,Task,243
2024-11-23,Alice,3,Fate,1143
2024-11-23,Bob,2,Ivan,247
2024-11-23,Bob,5,York,1028
2024-11-23,Charlie,1,Boyd,1214
2024-11-23,Charlie,2,Gaol,1369
2024-11-23,Charlie,4,Sol,257
2024-11-24,Alice,0,Fate,1288
2024-11-24,Alice,1,Gaol,1178
2024-11-24,Alice,2,Kirk,1408
2024-11-24,Bob,0,York,1172
2024-11-24,Bob,3,Hook,291
2024-11-24,Bob,4,York,1509
2024-11-24,Bob,5,Ivan,106
2024-11-24,Charlie,0,Task,1197
2024-11-24,Charlie,1,York,202
2024-11-24,Charlie,5,Quin,1236
2024-11-25,Alice,0,Reef,334
2024-11-25,Alice,2,Kirk,1217
2024-11-25,Alice,3,Boyd,1095
2024-11-25,Bob,0,Stan,289
2024-11-25,Bob,1,York,297
2024-11-25,Bob,2,Ivan,182
2024-11-25,Bob,3,Quin,1393
2024-11-25,Bob,4,Kris,301
2024-11-25,Bob,5,Fate,1221
2024-11-25,Bob,6,Gaol,1192
2024-11-25,Charlie,0,Boyd,502
2024-11-25,Charlie,1,Reef,1325
2024-11-25,Charlie,2,Reef,1353
2024-11-25,Charlie,3,Kris,220
2024-11-25,Charlie,4,Hook,148
2024-11-25,Charlie,5,Task,306
2024-11-26,Alice,1,York,1229
2024-11-26,Alice,2,Sol,212
2024-11-26,Bob,0,Fate,1318
2024-11-26,Bob,1,Task,235
2024-11-26,Bob,2,York,175
2024-11-26,Bob,5,Gaol,1318
2024-11-26,Charlie,0,York,155
2024-11-26,Charlie,1,Gaol,1148
2024-11-26,Charlie,2,Gaol,1166
2024-11-26,Charlie,3,Kirk,1276
2024-11-26,Charlie,4,Stan,235
2024-11-26,Charlie,5,Gaol,1289
2024-11-27,Alice,0,Kris,189
2024-11-27,Alice,2,York,1272
2024-11-27,Bob,1,Fate,1097
2024-11-27,Bob,3,York,186
2024-11-27,Bob,6,Boyd,290
2024-11-27,Charlie,0,Gaol,1105
2024-11-27,Charlie,1,Hook,329
2024-11-27,Charlie,2,Kris,45
2024-11-27,Charlie,3,Reef,311
2024-11-27,Charlie,4,Fate,1254
2024-11-27,Charlie,5,Task,458
2024-11-28,Alice,0,Ivan,1177
2024-11-28,Alice,1,Task,1184
2024-11-28,Bob,0,Kirk,1338
2024-11-28,Bob,2,Kris,1295
2024-11-28,Bob,3,Fate,1269
2024-11-28,Bob,4,Ivan,351
2024-11-28,Bob,6,Task,1368
2024-11-28,Charlie,0,Gaol,1248
2024-11-28,Charlie,1,Task,164
2024-11-28,Charlie,4,Stan,1205
2024-11-28,Charlie,5,Ivan,276
2024-11-29,Alice,0,Hook,286
2024-11-29,Alice,1,Gaol,1399
2024-11-29,Alice,2,Fate,1240
2024-11-29,Bob,0,Sol,145
2024-11-29,Bob,1,Ivan,304
2024-11-29,Bob,2,York,216
2024-11-29,Bob,4,Quin,1393
2024-11-29,Bob,5,Kirk,1120
2024-11-29,Bob,6,Gaol,1384
2024-11-29,Charlie,0,Hook,330
2024-11-29,Charlie,2,Ivan,954
2024-11-29,Charlie,3,Kirk,1247
2024-11-29,Charlie,4,Ivan,1317
2024-11-29,Charlie,5,Quin,1236
2024-11-30,Alice,0,Reef,307
2024-11-30,Alice,1,Sol,320
2024-11-30,Alice,2,Stan,202
2024-11-30,Alice,3,Quin,1387
2024-11-30,Bob,0,Ivan,299
2024-11-30,Bob,1,Reef,1266
2024-11-30,Bob,2,Quin,1511
2024-11-30,Bob,3,Reef,1415
2024-11-30,Bob,5,Boyd,160
2024-11-30,Charlie,0,Gaol,1118
2024-11-30,Charlie,1,Boyd,211
2024-11-30,Charlie,2,Hook,1108
2024-11-30,Charlie,3,Hook,1255
2024-11-30,Charlie,4,Stan,255
2024-11-30,Charlie,5,Kris,385
2024-12-01,Alice,0,Kris,229
2024-12-01,Alice,1,Reef,261
2024-12-01,Alice,2,Quin,1397
2024-12-01,Bob,0,Quin,1291
2024-12-01,Bob,1,Stan,328
2024-12-01,Bob,2,Task,1300
2024-12-01,Bob,3,Task,1108
2024-12-01,Bob,4,Boyd,264
2024-12-01,Bob,5,Boyd,100
2024-12-01,Charlie,0,Kris,263
2024-12-01,Charlie,1,Quin,1365
2024-12-01,Charlie,2,Quin,1164
2024-12-01,Charlie,3,Quin,838
